Review,Sentiments,Aspects,Aspects With Value,Extra Tag
working for 10 hours with it on  shuffle  totally rocks  ,positive,player,player[+2],[p]
i love it  ,positive,player,player[+3],[p]
this product is too fragile for normal use ,negative,player,player[-2],[p]
i had no problems setting up the software and getting my favorite cd s transferred ,positive,software,software[+1],
however  the creative software is not real intuitive ,negative,software,software[-1],
the software is somewhat nice to look at  using it is not the easiest ,negative,software,software[-2],
if you want to rename a cd title that you have already transferred  you will become frustrated quite quickly ,negative,rename,rename[-2],
transfers are surprisingly quick through usb 20 ,positive,transfer,transfer[+3],
it is great sounding  even with the supplied earbuds ,positive,sound,sound[+2],
i must have differing preferences than others here  as i prefer the supplied earbuds to the sony s that i thought sounded good on other players ,positive,earbud,earbud[+2],
i love the storage in this thing ,positive,storage,storage[+3],
this is ridiculous ,negative,warranty,warranty[-3],[p]
the scroll wheel  to be blunt  sucks ,negative,wheel,wheel[-3],
seems it is always difficult to press to make a selection ,negative,wheel,wheel[-3],[p]
the interface used could be better designed ,negative,interface,interface[-2],
it is a little cumbersome to scroll through so many levels to get to the selection you want ,negative,interface,interface[-2],[p]
and the case  how did this ever make it out of quality control ,negative,case,case[-3],
it is some protection for the unit  but for useability  forget it ,negative,case,case[-3],[p]
the cutouts for the controls is not thought out as there is too much material in the way to adequately access the controls  especially the scroll wheel ,negative,control,control[-2],
despite the things that i have listed so far  i could live with this item since it saves me from lugging a cd case to work  to the gym  in the car  etc ,positive,player,player[+2],[p]
however the main reason i am not satisfied with this product is the fact that it will lock up at odd times ,negative,up,up[-2],
quite simply  the firmware and  or the os that control this thing is not ready for prime time ,negative,firmware,firmware[-2],
i know this unit will have problems in the future and the  40 for the 2 year  no questions asked  replacement warranty will be worth it  since creative will only warrant it for 90 days  which in itself is totally ridiculous ,negative,warranty,warranty[-3],
this is my second creative labs mp3 player  and it is definitely a fine product ,positive,player,player[+3],
1  the size is a little bit bigger than the ipod  and it weighs a little bit more ,negative,"size, weight","size[-1], weight[-1]",
2  the scroll button is nt the best  as it sometimes can be hard to select ,negative,scroll,scroll[-2],
first of all the player s sound quality is superior to the ipod ,positive,quality,quality[+3],
the player s software is very easy to use and very good ,positive,software,software[+3],
compared to musicmatch  the software has a better filing system and easier to use ,positive,software,software[+2],
to keep it short  this is cheaper  and in my opinion a better choice than an ipod ,positive,player,player[+2],[p]
this thing seriously is a good player though ,positive,player,player[+3],
overall i like the unit ,positive,unit,unit[+2],
i gave it only 3 stars due to the fact that the 1st one broke when i dropped it from a fairly short distance  less than 2 ft  ,negative,player,player[-2],[p]
1  price  gb of storage,positive,price,price[+2],
2  storage capacity,positive,storage,storage[+2],
3  user replaceable battery,positive,battery,battery[+2],
1  fragile  i broke the 1st one within 10 days ,negative,construction,construction[-2],[u]
2  scroll button  switch,negative,scroll,scroll[-2],
3  the case hides the display  you have to open it to see what you are doing ,negative,case,case[-2],
overall i like it ,positive,player,player[+2],[p]
the storage capacity is great ,positive,storage,storage[+2],
the price compared to the ipod is great ,positive,price,price[+2],
price  along with the replaceable battery  which i understand apple charges a small fortune to replace  as well as the hassle of returning it  were the two main factors on why i picked the nomad ,positive,"price, battery","price[+2], battery[+2]",
but for now it appears that this player does nt play well with itunes ,negative,itunes,itunes[-2],
the scroll bar is a bit of a pain ,negative,scroll,scroll[-2],
i ve had no problems with the software ,positive,software,software[+2],
i found it intuitive to use  i did nt read any documentation for it and was using it successfully within a few minutes  ,positive,software,software[+2],[p]
this is a nice feature  ie it s early in the morning and you rather listen to  easy listening  rather than  heavy metal   no problem ,positive,software,software[+2],[p]
the software comes with plenty of defaults genres ,positive,software,software[+2],
the sound from the player is ok ,positive,sound,sound[+1],
i was a little disappointed in the low end ,negative,sound,sound[-1],
the sound level is also not as high as i would have expected ,negative,sound,sound[-2],
this thing is great  i like to use it to pick up tough stains on my countertop and also to listen to my old 8track records ,positive,thing,thing[+3],
one good thing  it is 40 gb of disk space  well  it is 38 gb in reality  ,positive,storage,storage[+2],
for the price and features it is really good ,positive,"price, feature","price[+3], feature[+3]",
in any case  navigation by artist  album is ok however i miss an ability to navigate by folders ,negative,navigation,navigation[-2],
